colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,mxconmod,patvis,pats_null,colid,mod,ccd,name,cid,ddomain,mxfacts,valueflag_cd,tval_char,colcd,valtype_cd,c_info,c_icd9,c_icd10,c_icd9pcs,c_icd10pcs,c_cpt,c_loinc,standard_code,c_hospinfect,c_decubulcer,c_endometab,c_thromb,c_cardiac,c_respiratory,c_hemorrhage,c_drugadverse,c_fluidmgmt,c_mother,c_fetus,c_surgcomp,c_hosptrauma,c_anaesthesia,c_delirium,c_cns,c_gastro,c_severe,c_psi,dispname,comment_persistant,rename,c_patdata,c_vitals,c_visdata,c_death,c_respillness,c_falls,c_exposescreen,c_corona,c_vent,c_multicode,c_diabetes,c_override_keep,dispname_short,c_mainresponse,c_response,c_truefalse,c_predictor,c_integer,c_numeric,c_special,c_agingpaper,c_safetypaper,c_safetypapernew,c_fampractice,components
v201_Hpvlmc_ptnts_tf,_Hpvlmc_ptnts_tf,v201_Hpvlmc_ptnts,1,1,1,,312344,2,1,14843,v201_Hpvlmc_ptnts,2,1,R57.1 - Hypovolemic shock,201,ICD10,2,,,v201,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:R57.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v201_Hpvlmc_ptnts,_Hpvlmc_ptnts,,1,1,1,,312344,2,1,14843,v201_Hpvlmc_ptnts,2,1,R57.1 - Hypovolemic shock,201,ICD10,2,,,v201,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:R57.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v202_fcts_ptnts_tf,_fcts_ptnts_tf,v202_fcts_ptnts,1,1,1,,312344,1,1,14843,v202_fcts_ptnts,1,1,R57.8 - Other shock,202,ICD10,1,,,v202,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:R57.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v202_fcts_ptnts,_fcts_ptnts,,1,1,1,,312344,1,1,14843,v202_fcts_ptnts,1,1,R57.8 - Other shock,202,ICD10,1,,,v202,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:R57.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v203_fcts_ptnts_mn,_fcts_ptnts_mn,v203_fcts_ptnts,6394,1,14,1,271743,1,40602,8450,v203_fcts_ptnts,,1,RDW,203,LOINC,14,2,,v203,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:RDW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v203_fcts_ptnts,_fcts_ptnts,,6394,1,14,1,271743,1,40602,8450,v203_fcts_ptnts,,1,RDW,203,LOINC,14,2,,v203,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:RDW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v204_Rsprtn_ptnts_mn,_Rsprtn_ptnts_mn,v204_Rsprtn_ptnts,9925,1,122,1,203498,1,108847,4919,v204_Rsprtn_ptnts,,1,Respiration Rate,204,PAT_ENC,122,,,v204,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAT_ENC:Respiration Rate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
v204_Rsprtn_ptnts,_Rsprtn_ptnts,,9925,1,122,1,203498,1,108847,4919,v204_Rsprtn_ptnts,,1,Respiration Rate,204,PAT_ENC,122,,,v204,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAT_ENC:Respiration Rate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v205_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v205_Unspcfd_ptnts,5,1,1,,312316,3,29,14839,v205_Unspcfd_ptnts,3,1,S01.00 - Unspecified open wound of scalp,205,ICD10,3,,,v205,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v205_Unspcfd_ptnts,_Unspcfd_ptnts,,5,1,1,,312316,3,29,14839,v205_Unspcfd_ptnts,3,1,S01.00 - Unspecified open wound of scalp,205,ICD10,3,,,v205,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v206_Lcrtn_ptnts_tf,_Lcrtn_ptnts_tf,v206_Lcrtn_ptnts,47,1,2,,312282,4,63,14797,v206_Lcrtn_ptnts,4,2,S01.01 - Laceration without foreign body of scalp,206,ICD10,4,,,v206,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v206_Lcrtn_ptnts,_Lcrtn_ptnts,,47,1,2,,312282,4,63,14797,v206_Lcrtn_ptnts,4,2,S01.01 - Laceration without foreign body of scalp,206,ICD10,4,,,v206,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v208_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v208_Unspcfd_ptnts,1,1,1,,312344,2,1,14843,v208_Unspcfd_ptnts,2,1,S01.20 - Unspecified open wound of nose,208,ICD10,2,,,v208,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v208_Unspcfd_ptnts,_Unspcfd_ptnts,,1,1,1,,312344,2,1,14843,v208_Unspcfd_ptnts,2,1,S01.20 - Unspecified open wound of nose,208,ICD10,2,,,v208,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v209_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v209_Unspcfd_ptnts,4,1,1,,312340,2,5,14840,v209_Unspcfd_ptnts,2,2,S01.30 - Unspecified open wound of ear,209,ICD10,2,,,v209,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v209_Unspcfd_ptnts,_Unspcfd_ptnts,,4,1,1,,312340,2,5,14840,v209_Unspcfd_ptnts,2,2,S01.30 - Unspecified open wound of ear,209,ICD10,2,,,v209,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v212_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v212_Unspcfd_ptnts,4,1,1,,312341,2,4,14840,v212_Unspcfd_ptnts,2,1,S01.80 - Unspecified open wound of other part of head,212,ICD10,2,,,v212,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v212_Unspcfd_ptnts,_Unspcfd_ptnts,,4,1,1,,312341,2,4,14840,v212_Unspcfd_ptnts,2,1,S01.80 - Unspecified open wound of other part of head,212,ICD10,2,,,v212,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v213_Unspcfd_unspcfd_tf,_Unspcfd_unspcfd_tf,v213_Unspcfd_unspcfd,2,1,1,,312300,3,45,14842,v213_Unspcfd_unspcfd,3,3,S01.90 - Unspecified open wound of unspecified part of head,213,ICD10,3,,,v213,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v213_Unspcfd_unspcfd,_Unspcfd_unspcfd,,2,1,1,,312300,3,45,14842,v213_Unspcfd_unspcfd,3,3,S01.90 - Unspecified open wound of unspecified part of head,213,ICD10,3,,,v213,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S01.90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v214_trmtc__ptnts_tf,_trmtc__ptnts_tf,v214_trmtc__ptnts,12,1,2,,312329,2,16,14832,v214_trmtc__ptnts,3,1,S02.5 - Fracture of tooth (traumatic),214,ICD10,3,,,v214,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S02.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v214_trmtc__ptnts,_trmtc__ptnts,,12,1,2,,312329,2,16,14832,v214_trmtc__ptnts,3,1,S02.5 - Fracture of tooth (traumatic),214,ICD10,3,,,v214,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S02.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v215_Dslctn_ptnts_tf,_Dslctn_ptnts_tf,v215_Dslctn_ptnts,5,1,1,,312305,2,40,14839,v215_Dslctn_ptnts,4,2,S03.0 - Dislocation of jaw,215,ICD10,2,,,v215,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S03.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v215_Dslctn_ptnts,_Dslctn_ptnts,,5,1,1,,312305,2,40,14839,v215_Dslctn_ptnts,4,2,S03.0 - Dislocation of jaw,215,ICD10,2,,,v215,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S03.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v216_cnjnctv_ptnts_tf,_cnjnctv_ptnts_tf,v216_cnjnctv_ptnts,26,1,1,,312303,3,42,14818,v216_cnjnctv_ptnts,5,6,S05.0 - Injury of conjunctiva and corneal abrasion without foreign body,216,ICD10,3,,,v216,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S05.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v216_cnjnctv_ptnts,_cnjnctv_ptnts,,26,1,1,,312303,3,42,14818,v216_cnjnctv_ptnts,5,6,S05.0 - Injury of conjunctiva and corneal abrasion without foreign body,216,ICD10,3,,,v216,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S05.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v217_tss__ptnts_tf,_tss__ptnts_tf,v217_tss__ptnts,13,1,1,,312330,2,15,14831,v217_tss__ptnts,3,4,S05.1 - Contusion of eyeball and orbital tissues,217,ICD10,2,,,v217,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S05.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v217_tss__ptnts,_tss__ptnts,,13,1,1,,312330,2,15,14831,v217_tss__ptnts,3,4,S05.1 - Contusion of eyeball and orbital tissues,217,ICD10,2,,,v217,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S05.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v218_injrs_ptnts_tf,_injrs_ptnts_tf,v218_injrs_ptnts,11,1,1,,312332,2,13,14833,v218_injrs_ptnts,2,3,S05.8 - Other injuries of eye and orbit,218,ICD10,2,,,v218,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S05.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v218_injrs_ptnts,_injrs_ptnts,,11,1,1,,312332,2,13,14833,v218_injrs_ptnts,2,3,S05.8 - Other injuries of eye and orbit,218,ICD10,2,,,v218,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S05.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v219_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v219_Unspcfd_ptnts,41,1,1,,312172,4,173,14803,v219_Unspcfd_ptnts,4,4,S05.9 - Unspecified injury of eye and orbit,219,ICD10,4,,,v219,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S05.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v219_Unspcfd_ptnts,_Unspcfd_ptnts,,41,1,1,,312172,4,173,14803,v219_Unspcfd_ptnts,4,4,S05.9 - Unspecified injury of eye and orbit,219,ICD10,4,,,v219,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S05.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v220_Cncsn__ptnts_tf,_Cncsn__ptnts_tf,v220_Cncsn__ptnts,33,1,2,,312295,5,50,14811,v220_Cncsn__ptnts,5,5,S06.0 - Concussion,220,ICD10,5,,,v220,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v220_Cncsn__ptnts,_Cncsn__ptnts,,33,1,2,,312295,5,50,14811,v220_Cncsn__ptnts,5,5,S06.0 - Concussion,220,ICD10,5,,,v220,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v221_Trmtc_ptnts_tf,_Trmtc_ptnts_tf,v221_Trmtc_ptnts,5,1,1,,312331,2,14,14839,v221_Trmtc_ptnts,2,4,S06.1 - Traumatic cerebral edema,221,ICD10,2,,,v221,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v221_Trmtc_ptnts,_Trmtc_ptnts,,5,1,1,,312331,2,14,14839,v221_Trmtc_ptnts,2,4,S06.1 - Traumatic cerebral edema,221,ICD10,2,,,v221,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v222_hmrhg_ptnts_tf,_hmrhg_ptnts_tf,v222_hmrhg_ptnts,6,1,1,,312332,2,13,14838,v222_hmrhg_ptnts,2,2,S06.35 - Traumatic hemorrhage of left cerebrum,222,ICD10,2,,,v222,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v222_hmrhg_ptnts,_hmrhg_ptnts,,6,1,1,,312332,2,13,14838,v222_hmrhg_ptnts,2,2,S06.35 - Traumatic hemorrhage of left cerebrum,222,ICD10,2,,,v222,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v223_hmrhg__ptnts_tf,_hmrhg__ptnts_tf,v223_hmrhg__ptnts,4,1,1,,312339,4,6,14840,v223_hmrhg__ptnts,3,3,S06.4 - Epidural hemorrhage,223,ICD10,4,,,v223,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v223_hmrhg__ptnts,_hmrhg__ptnts,,4,1,1,,312339,4,6,14840,v223_hmrhg__ptnts,3,3,S06.4 - Epidural hemorrhage,223,ICD10,4,,,v223,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v224_hmrhg__ptnts_tf,_hmrhg__ptnts_tf,v224_hmrhg__ptnts,34,1,2,,312226,4,119,14810,v224_hmrhg__ptnts,4,6,S06.5 - Traumatic subdural hemorrhage,224,ICD10,4,,,v224,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v224_hmrhg__ptnts,_hmrhg__ptnts,,34,1,2,,312226,4,119,14810,v224_hmrhg__ptnts,4,6,S06.5 - Traumatic subdural hemorrhage,224,ICD10,4,,,v224,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v225_sbrchnd_hmrhg_tf,_sbrchnd_hmrhg_tf,v225_sbrchnd_hmrhg,27,1,2,,312280,4,65,14817,v225_sbrchnd_hmrhg,3,7,S06.6 - Traumatic subarachnoid hemorrhage,225,ICD10,4,,,v225,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v225_sbrchnd_hmrhg,_sbrchnd_hmrhg,,27,1,2,,312280,4,65,14817,v225_sbrchnd_hmrhg,3,7,S06.6 - Traumatic subarachnoid hemorrhage,225,ICD10,4,,,v225,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v226_Unspcfd_intrcrnl_tf,_Unspcfd_intrcrnl_tf,v226_Unspcfd_intrcrnl,40,1,2,,312267,3,78,14804,v226_Unspcfd_intrcrnl,5,6,S06.9 - Unspecified intracranial injury,226,ICD10,3,,,v226,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v226_Unspcfd_intrcrnl,_Unspcfd_intrcrnl,,40,1,2,,312267,3,78,14804,v226_Unspcfd_intrcrnl,5,6,S06.9 - Unspecified intracranial injury,226,ICD10,3,,,v226,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S06.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v228_spcfd_ptnts_tf,_spcfd_ptnts_tf,v228_spcfd_ptnts,6,1,1,,312339,2,6,14838,v228_spcfd_ptnts,3,1,S09.8 - Other specified injuries of head,228,ICD10,2,,,v228,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S09.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v228_spcfd_ptnts,_spcfd_ptnts,,6,1,1,,312339,2,6,14838,v228_spcfd_ptnts,3,1,S09.8 - Other specified injuries of head,228,ICD10,2,,,v228,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:S09.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v229_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v229_Unspcfd_ptnts,88,1,2,,312194,4,151,14756,v229_Unspcfd_ptnts,4,3,S09.9 - Unspecified injury of face and head,229,ICD10,4,,,v229,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:S09.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
