colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,mxconmod,patvis,pats_null,colid,mod,ccd,name,cid,ddomain,mxfacts,valueflag_cd,tval_char,colcd,valtype_cd,c_info
v102_antcglnts_tf,_antcglnts_tf,v102_antcglnts,2,1,1,,312343,1,2,14842,v102_antcglnts,1,1,D68.3 - Hemorrhagic disorder due to circulating anticoagulants,102,ICD10,1,,,v102,,
v102_antcglnts,_antcglnts,,2,1,1,,312343,1,2,14842,v102_antcglnts,1,1,D68.3 - Hemorrhagic disorder due to circulating anticoagulants,102,ICD10,1,,,v102,,TRUE
v104_Prsr__ptnts_mn,_Prsr__ptnts_mn,v104_Prsr__ptnts,10483,1,103,1,181980,1,130365,4361,v104_Prsr__ptnts,,1,Diastolic Blood Pressure,104,PAT_ENC,103,2,,v104,,
v104_Prsr__ptnts,_Prsr__ptnts,,10483,1,103,1,181980,1,130365,4361,v104_Prsr__ptnts,,1,Diastolic Blood Pressure,104,PAT_ENC,103,2,,v104,,TRUE
v105_Dspstn__ptnts_cd,_Dspstn__ptnts_cd,v105_Dspstn__ptnts,12048,1,1,,165106,2,147239,2796,v105_Dspstn__ptnts,,3,Discharge Disposition,105,DischDisp,2,,,v105,,
v105_Dspstn__ptnts,_Dspstn__ptnts,,12048,1,1,,165106,2,147239,2796,v105_Dspstn__ptnts,,3,Discharge Disposition,105,DischDisp,2,,,v105,,TRUE
v106_Sts__ptnts_cd,_Sts__ptnts_cd,v106_Sts__ptnts,12048,1,1,,165106,3,147239,2796,v106_Sts__ptnts,,11,Discharge Status,106,DischStat,3,,,v106,,
v106_Sts__ptnts,_Sts__ptnts,,12048,1,1,,165106,3,147239,2796,v106_Sts__ptnts,,11,Discharge Status,106,DischStat,3,,,v106,,TRUE
v107_ktcds_ptnts_tf,_ktcds_ptnts_tf,v107_ktcds_ptnts,10,1,2,,312306,2,39,14834,v107_ktcds_ptnts,4,1,E10.10 - Type 1 diabetes mellitus with ketoacidosis without coma,107,ICD10,2,,,v107,,
v107_ktcds_ptnts,_ktcds_ptnts,,10,1,2,,312306,2,39,14834,v107_ktcds_ptnts,4,1,E10.10 - Type 1 diabetes mellitus with ketoacidosis without coma,107,ICD10,2,,,v107,,TRUE
v109_hpglcm__ptnts_tf,_hpglcm__ptnts_tf,v109_hpglcm__ptnts,7,1,2,,312311,3,34,14837,v109_hpglcm__ptnts,3,1,E10.64 - Type 1 diabetes mellitus with hypoglycemia,109,ICD10,3,,,v109,,
v109_hpglcm__ptnts,_hpglcm__ptnts,,7,1,2,,312311,3,34,14837,v109_hpglcm__ptnts,3,1,E10.64 - Type 1 diabetes mellitus with hypoglycemia,109,ICD10,3,,,v109,,TRUE
v110_hprsmlrt_tf,_hprsmlrt_tf,v110_hprsmlrt,5,1,1,,312335,2,10,14839,v110_hprsmlrt,3,2,E11.0 - Type 2 diabetes mellitus with hyperosmolarity,110,ICD10,2,,,v110,,
v110_hprsmlrt,_hprsmlrt,,5,1,1,,312335,2,10,14839,v110_hprsmlrt,3,2,E11.0 - Type 2 diabetes mellitus with hyperosmolarity,110,ICD10,2,,,v110,,TRUE
v111_ktcds_ptnts_tf,_ktcds_ptnts_tf,v111_ktcds_ptnts,2,1,1,,312343,2,2,14842,v111_ktcds_ptnts,2,1,E11.10 - Type 2 diabetes mellitus with ketoacidosis without coma,111,ICD10,2,,,v111,,
v111_ktcds_ptnts,_ktcds_ptnts,,2,1,1,,312343,2,2,14842,v111_ktcds_ptnts,2,1,E11.10 - Type 2 diabetes mellitus with ketoacidosis without coma,111,ICD10,2,,,v111,,TRUE
v113_cmplctns_ptnts_tf,_cmplctns_ptnts_tf,v113_cmplctns_ptnts,1,1,1,,312344,1,1,14843,v113_cmplctns_ptnts,1,1,E11.63 - Type 2 diabetes mellitus with oral complications,113,ICD10,1,,,v113,,
v113_cmplctns_ptnts,_cmplctns_ptnts,,1,1,1,,312344,1,1,14843,v113_cmplctns_ptnts,1,1,E11.63 - Type 2 diabetes mellitus with oral complications,113,ICD10,1,,,v113,,TRUE
v114_hpglcm__ptnts_tf,_hpglcm__ptnts_tf,v114_hpglcm__ptnts,18,1,2,,312317,3,28,14826,v114_hpglcm__ptnts,4,1,E11.64 - Type 2 diabetes mellitus with hypoglycemia,114,ICD10,3,,,v114,,
v114_hpglcm__ptnts,_hpglcm__ptnts,,18,1,2,,312317,3,28,14826,v114_hpglcm__ptnts,4,1,E11.64 - Type 2 diabetes mellitus with hypoglycemia,114,ICD10,3,,,v114,,TRUE
v118_Adsn_ptnts_tf,_Adsn_ptnts_tf,v118_Adsn_ptnts,1,1,1,,312344,1,1,14843,v118_Adsn_ptnts,1,1,E27.2 - Addisonian crisis,118,ICD10,1,,,v118,,
v118_Adsn_ptnts,_Adsn_ptnts,,1,1,1,,312344,1,1,14843,v118_Adsn_ptnts,1,1,E27.2 - Addisonian crisis,118,ICD10,1,,,v118,,TRUE
v119_Dhdrtn__ptnts_tf,_Dhdrtn__ptnts_tf,v119_Dhdrtn__ptnts,90,1,2,,312220,3,125,14754,v119_Dhdrtn__ptnts,4,1,E86.0 - Dehydration,119,ICD10,4,,,v119,,
v119_Dhdrtn__ptnts,_Dhdrtn__ptnts,,90,1,2,,312220,3,125,14754,v119_Dhdrtn__ptnts,4,1,E86.0 - Dehydration,119,ICD10,4,,,v119,,TRUE
v120_ovrld__ptnts_tf,_ovrld__ptnts_tf,v120_ovrld__ptnts,26,1,2,,312314,2,31,14818,v120_ovrld__ptnts,5,2,E87.7 - Fluid overload,120,ICD10,2,,,v120,,
v120_ovrld__ptnts,_ovrld__ptnts,,26,1,2,,312314,2,31,14818,v120_ovrld__ptnts,5,2,E87.7 - Fluid overload,120,ICD10,2,,,v120,,TRUE
v121_sndrm_ptnts_tf,_sndrm_ptnts_tf,v121_sndrm_ptnts,2,1,1,,312343,1,2,14842,v121_sndrm_ptnts,1,1,E88.3 - Tumor lysis syndrome,121,ICD10,1,,,v121,,
v121_sndrm_ptnts,_sndrm_ptnts,,2,1,1,,312343,1,2,14842,v121_sndrm_ptnts,1,1,E88.3 - Tumor lysis syndrome,121,ICD10,1,,,v121,,TRUE
v122_ACCDNTL_ptnts_tf,_ACCDNTL_ptnts_tf,v122_ACCDNTL_ptnts,234,1,2,,312064,3,281,14610,v122_ACCDNTL_ptnts,4,19,E880-E888.9 - ACCIDENTAL FALLS,122,ICD9,3,,,v122,,
v122_ACCDNTL_ptnts,_ACCDNTL_ptnts,,234,1,2,,312064,3,281,14610,v122_ACCDNTL_ptnts,4,19,E880-E888.9 - ACCIDENTAL FALLS,122,ICD9,3,,,v122,,TRUE
v127_undtrmnd_acdntl_tf,_undtrmnd_acdntl_tf,v127_undtrmnd_acdntl,2,1,1,,312343,1,2,14842,v127_undtrmnd_acdntl,1,1,"E987 - Falling from high place, undetermined whether accidentally or purposely inflicted",127,ICD9,1,,,v127,,
v127_undtrmnd_acdntl,_undtrmnd_acdntl,,2,1,1,,312343,1,2,14842,v127_undtrmnd_acdntl,1,1,"E987 - Falling from high place, undetermined whether accidentally or purposely inflicted",127,ICD9,1,,,v127,,TRUE
v128_Encntr_ptnts_cd,_Encntr_ptnts_cd,v128_Encntr_ptnts,14017,1,1,,86083,4,226262,827,v128_Encntr_ptnts,,7,Encounter Type,128,ENC|TYPE,4,,,v128,,
v128_Encntr_ptnts,_Encntr_ptnts,,14017,1,1,,86083,4,226262,827,v128_Encntr_ptnts,,7,Encounter Type,128,ENC|TYPE,4,,,v128,,TRUE
v129_Ethnct__ptnts_cd,_Ethnct__ptnts_cd,v129_Ethnct__ptnts,14844,1,1,,297348,1,14997,0,v129_Ethnct__ptnts,,5,Ethnicity,129,DEM|ETHNICITY,1,,,v129,,
v129_Ethnct__ptnts,_Ethnct__ptnts,,14844,1,1,,297348,1,14997,0,v129_Ethnct__ptnts,,5,Ethnicity,129,DEM|ETHNICITY,1,,,v129,,TRUE
v130_phslgcl_cndtn_tf,_phslgcl_cndtn_tf,v130_phslgcl_cndtn,6,1,1,,312338,2,7,14838,v130_phslgcl_cndtn,2,1,F05 - Delirium due to known physiological condition,130,ICD10,2,,,v130,,
v130_phslgcl_cndtn,_phslgcl_cndtn,,6,1,1,,312338,2,7,14838,v130_phslgcl_cndtn,2,1,F05 - Delirium due to known physiological condition,130,ICD10,2,,,v130,,TRUE
v131_Fncl_ptnts_cd,_Fncl_ptnts_cd,v131_Fncl_ptnts,14017,1,1,,86070,4,226275,827,v131_Fncl_ptnts,,14,Financial Class,131,UTHSCSA|FINCLASS,4,,,v131,,
v131_Fncl_ptnts,_Fncl_ptnts,,14017,1,1,,86070,4,226275,827,v131_Fncl_ptnts,,14,Financial Class,131,UTHSCSA|FINCLASS,4,,,v131,,TRUE
v136_HMGLBN_QNTTTV_mn,_HMGLBN_QNTTTV_mn,v136_HMGLBN_QNTTTV,2133,3,3,1,304374,1,7971,12711,v136_HMGLBN_QNTTTV,,1,HEMOGLOBIN A1C QUANTITATIVE,136,LOINC,3,2,,v136,,
v136_HMGLBN_QNTTTV,_HMGLBN_QNTTTV,,2133,3,3,1,304374,1,7971,12711,v136_HMGLBN_QNTTTV,,1,HEMOGLOBIN A1C QUANTITATIVE,136,LOINC,3,2,,v136,,TRUE
v137_angn__ptnts_tf,_angn__ptnts_tf,v137_angn__ptnts,9,1,1,,312330,3,15,14835,v137_angn__ptnts,4,1,I20.0 - Unstable angina,137,ICD10,3,,,v137,,
v137_angn__ptnts,_angn__ptnts,,9,1,1,,312330,3,15,14835,v137_angn__ptnts,4,1,I20.0 - Unstable angina,137,ICD10,3,,,v137,,TRUE
v138_dcmntd_ptnts_tf,_dcmntd_ptnts_tf,v138_dcmntd_ptnts,2,1,1,,312343,1,2,14842,v138_dcmntd_ptnts,2,1,I20.1 - Angina pectoris with documented spasm,138,ICD10,1,,,v138,,
v138_dcmntd_ptnts,_dcmntd_ptnts,,2,1,1,,312343,1,2,14842,v138_dcmntd_ptnts,2,1,I20.1 - Angina pectoris with documented spasm,138,ICD10,1,,,v138,,TRUE
v139_unspcfd__ptnts_tf,_unspcfd__ptnts_tf,v139_unspcfd__ptnts,103,1,2,,312063,4,282,14741,v139_unspcfd__ptnts,5,1,"I20.9 - Angina pectoris, unspecified",139,ICD10,4,,,v139,,
v139_unspcfd__ptnts,_unspcfd__ptnts,,103,1,2,,312063,4,282,14741,v139_unspcfd__ptnts,5,1,"I20.9 - Angina pectoris, unspecified",139,ICD10,4,,,v139,,TRUE
v140_mcrdl_infrctn_tf,_mcrdl_infrctn_tf,v140_mcrdl_infrctn,3,1,1,,312341,1,4,14841,v140_mcrdl_infrctn,2,2,I21.0 - ST elevation (STEMI) myocardial infarction of anterior wall,140,ICD10,1,,,v140,,
v140_mcrdl_infrctn,_mcrdl_infrctn,,3,1,1,,312341,1,4,14841,v140_mcrdl_infrctn,2,2,I21.0 - ST elevation (STEMI) myocardial infarction of anterior wall,140,ICD10,1,,,v140,,TRUE
v141_mcrdl_infrctn_tf,_mcrdl_infrctn_tf,v141_mcrdl_infrctn,3,1,1,,312341,2,4,14841,v141_mcrdl_infrctn,3,2,I21.1 - ST elevation (STEMI) myocardial infarction of inferior wall,141,ICD10,2,,,v141,,
v141_mcrdl_infrctn,_mcrdl_infrctn,,3,1,1,,312341,2,4,14841,v141_mcrdl_infrctn,3,2,I21.1 - ST elevation (STEMI) myocardial infarction of inferior wall,141,ICD10,2,,,v141,,TRUE
v143_infrctn_unspcfd_tf,_infrctn_unspcfd_tf,v143_infrctn_unspcfd,9,1,2,,312234,2,111,14835,v143_infrctn_unspcfd,4,1,I21.3 - ST elevation (STEMI) myocardial infarction of unspecified site,143,ICD10,2,,,v143,,
v143_infrctn_unspcfd,_infrctn_unspcfd,,9,1,2,,312234,2,111,14835,v143_infrctn_unspcfd,4,1,I21.3 - ST elevation (STEMI) myocardial infarction of unspecified site,143,ICD10,2,,,v143,,TRUE
v144_mcrdl_infrctn_tf,_mcrdl_infrctn_tf,v144_mcrdl_infrctn,33,1,1,,312224,3,121,14811,v144_mcrdl_infrctn,4,1,I21.4 - Non-ST elevation (NSTEMI) myocardial infarction,144,ICD10,3,,,v144,,
v144_mcrdl_infrctn,_mcrdl_infrctn,,33,1,1,,312224,3,121,14811,v144_mcrdl_infrctn,4,1,I21.4 - Non-ST elevation (NSTEMI) myocardial infarction,144,ICD10,3,,,v144,,TRUE
v145_infrctn_unspcfd_tf,_infrctn_unspcfd_tf,v145_infrctn_unspcfd,60,1,1,,311747,2,598,14784,v145_infrctn_unspcfd,4,1,"I21.9 - Acute myocardial infarction, unspecified",145,ICD10,2,,,v145,,
v145_infrctn_unspcfd,_infrctn_unspcfd,,60,1,1,,311747,2,598,14784,v145_infrctn_unspcfd,4,1,"I21.9 - Acute myocardial infarction, unspecified",145,ICD10,2,,,v145,,TRUE
v149_infrctn_unspcfd_tf,_infrctn_unspcfd_tf,v149_infrctn_unspcfd,1,1,1,,312344,1,1,14843,v149_infrctn_unspcfd,1,1,I22.9 - Subsequent ST elevation (STEMI) myocardial infarction of unspecified site,149,ICD10,1,,,v149,,
v149_infrctn_unspcfd,_infrctn_unspcfd,,1,1,1,,312344,1,1,14843,v149_infrctn_unspcfd,1,1,I22.9 - Subsequent ST elevation (STEMI) myocardial infarction of unspecified site,149,ICD10,1,,,v149,,TRUE
v150_plmnl_ptnts_tf,_plmnl_ptnts_tf,v150_plmnl_ptnts,2,1,1,,312343,2,2,14842,v150_plmnl_ptnts,2,1,I26.0 - Pulmonary embolism with acute cor pulmonale,150,ICD10,2,,,v150,,
v150_plmnl_ptnts,_plmnl_ptnts,,2,1,1,,312343,2,2,14842,v150_plmnl_ptnts,2,1,I26.0 - Pulmonary embolism with acute cor pulmonale,150,ICD10,2,,,v150,,TRUE
v151_plmnl__ptnts_tf,_plmnl__ptnts_tf,v151_plmnl__ptnts,37,1,3,,311987,4,358,14807,v151_plmnl__ptnts,5,4,I26.9 - Pulmonary embolism without acute cor pulmonale,151,ICD10,4,,,v151,,
v151_plmnl__ptnts,_plmnl__ptnts,,37,1,3,,311987,4,358,14807,v151_plmnl__ptnts,5,4,I26.9 - Pulmonary embolism without acute cor pulmonale,151,ICD10,4,,,v151,,TRUE
v152_unspcfd__ptnts_tf,_unspcfd__ptnts_tf,v152_unspcfd__ptnts,8,1,1,,312332,2,13,14836,v152_unspcfd__ptnts,3,1,"I46.9 - Cardiac arrest, cause unspecified",152,ICD10,2,,,v152,,
v152_unspcfd__ptnts,_unspcfd__ptnts,,8,1,1,,312332,2,13,14836,v152_unspcfd__ptnts,3,1,"I46.9 - Cardiac arrest, cause unspecified",152,ICD10,2,,,v152,,TRUE
v153_Vntrclr_tchcrd_tf,_Vntrclr_tchcrd_tf,v153_Vntrclr_tchcrd,29,1,1,,312283,3,62,14815,v153_Vntrclr_tchcrd,4,1,I47.2 - Ventricular tachycardia,153,ICD10,3,,,v153,,
v153_Vntrclr_tchcrd,_Vntrclr_tchcrd,,29,1,1,,312283,3,62,14815,v153_Vntrclr_tchcrd,4,1,I47.2 - Ventricular tachycardia,153,ICD10,3,,,v153,,TRUE
v154_Prstnt_fbrltn_tf,_Prstnt_fbrltn_tf,v154_Prstnt_fbrltn,9,1,1,,312275,3,70,14835,v154_Prstnt_fbrltn,3,1,I48.1 - Persistent atrial fibrillation,154,ICD10,3,,,v154,,
v154_Prstnt_fbrltn,_Prstnt_fbrltn,,9,1,1,,312275,3,70,14835,v154_Prstnt_fbrltn,3,1,I48.1 - Persistent atrial fibrillation,154,ICD10,3,,,v154,,TRUE
v155_Vntrclr_fbrltn_tf,_Vntrclr_fbrltn_tf,v155_Vntrclr_fbrltn,4,1,1,,312341,1,4,14840,v155_Vntrclr_fbrltn,2,1,I49.01 - Ventricular fibrillation,155,ICD10,1,,,v155,,
v155_Vntrclr_fbrltn,_Vntrclr_fbrltn,,4,1,1,,312341,1,4,14840,v155_Vntrclr_fbrltn,2,1,I49.01 - Ventricular fibrillation,155,ICD10,1,,,v155,,TRUE
v156_vntrclr_unspcfd_tf,_vntrclr_unspcfd_tf,v156_vntrclr_unspcfd,5,1,1,,312336,2,9,14839,v156_vntrclr_unspcfd,2,1,"I50.1 - Left ventricular failure, unspecified",156,ICD10,2,,,v156,,
v156_vntrclr_unspcfd,_vntrclr_unspcfd,,5,1,1,,312336,2,9,14839,v156_vntrclr_unspcfd,2,1,"I50.1 - Left ventricular failure, unspecified",156,ICD10,2,,,v156,,TRUE
v157_unspcfd__ptnts_tf,_unspcfd__ptnts_tf,v157_unspcfd__ptnts,151,1,2,,310756,4,1589,14693,v157_unspcfd__ptnts,5,1,"I50.9 - Heart failure, unspecified",157,ICD10,4,,,v157,,
v157_unspcfd__ptnts,_unspcfd__ptnts,,151,1,2,,310756,4,1589,14693,v157_unspcfd__ptnts,5,1,"I50.9 - Heart failure, unspecified",157,ICD10,4,,,v157,,TRUE
v158_thrmbphlbts_tf,_thrmbphlbts_tf,v158_thrmbphlbts,34,1,2,,312307,2,38,14810,v158_thrmbphlbts,2,3,I80.1 - Phlebitis and thrombophlebitis of femoral vein,158,ICD10,3,,,v158,,
v158_thrmbphlbts,_thrmbphlbts,,34,1,2,,312307,2,38,14810,v158_thrmbphlbts,2,3,I80.1 - Phlebitis and thrombophlebitis of femoral vein,158,ICD10,3,,,v158,,TRUE
v160_thrmbs_ptnts_tf,_thrmbs_ptnts_tf,v160_thrmbs_ptnts,2,1,2,,312341,2,4,14842,v160_thrmbs_ptnts,2,2,I82.2 - Embolism and thrombosis of vena cava and other thoracic veins,160,ICD10,2,,,v160,,
v160_thrmbs_ptnts,_thrmbs_ptnts,,2,1,2,,312341,2,4,14842,v160_thrmbs_ptnts,2,2,I82.2 - Embolism and thrombosis of vena cava and other thoracic veins,160,ICD10,2,,,v160,,TRUE
v161_Hptnsn_ptnts_tf,_Hptnsn_ptnts_tf,v161_Hptnsn_ptnts,5,1,1,,312340,2,5,14839,v161_Hptnsn_ptnts,3,1,I95.2 - Hypotension due to drugs,161,ICD10,2,,,v161,,
v161_Hptnsn_ptnts,_Hptnsn_ptnts,,5,1,1,,312340,2,5,14839,v161_Hptnsn_ptnts,3,1,I95.2 - Hypotension due to drugs,161,ICD10,2,,,v161,,TRUE
v162_Insttn__ptnts_cd,_Insttn__ptnts_cd,v162_Insttn__ptnts,14017,1,1,,62758,3,249587,827,v162_Insttn__ptnts,,3,Institution,162,Institution,3,,,v162,,
v162_Insttn__ptnts,_Insttn__ptnts,,14017,1,1,,62758,3,249587,827,v162_Insttn__ptnts,,3,Institution,162,Institution,3,,,v162,,TRUE
v163_rsprtr_ptnts_tf,_rsprtr_ptnts_tf,v163_rsprtr_ptnts,2377,1,4,,298966,12,13379,12467,v163_rsprtr_ptnts,5,196,J00-J99 - Diseases of the respiratory system (J00-J99),163,ICD10,12,,,v163,,
v163_rsprtr_ptnts,_rsprtr_ptnts,,2377,1,4,,298966,12,13379,12467,v163_rsprtr_ptnts,5,196,J00-J99 - Diseases of the respiratory system (J00-J99),163,ICD10,12,,,v163,,TRUE
v168_Pstprcdrl_obstrctn_tf,_Pstprcdrl_obstrctn_tf,v168_Pstprcdrl_obstrctn,5,1,1,,312340,1,5,14839,v168_Pstprcdrl_obstrctn,1,1,K91.3 - Postprocedural intestinal obstruction,168,ICD10,1,,,v168,,
v168_Pstprcdrl_obstrctn,_Pstprcdrl_obstrctn,,5,1,1,,312340,1,5,14839,v168_Pstprcdrl_obstrctn,1,1,K91.3 - Postprocedural intestinal obstruction,168,ICD10,1,,,v168,,TRUE
v169_Prsr_ptnts_tf,_Prsr_ptnts_tf,v169_Prsr_ptnts,30,1,2,,312266,3,79,14814,v169_Prsr_ptnts,5,33,L89 - Pressure ulcer,169,ICD10,3,,,v169,,
v169_Prsr_ptnts,_Prsr_ptnts,,30,1,2,,312266,3,79,14814,v169_Prsr_ptnts,5,33,L89 - Pressure ulcer,169,ICD10,3,,,v169,,TRUE
v171_Lng__ptnts_cd,_Lng__ptnts_cd,v171_Lng__ptnts,14844,1,1,,297501,1,14844,0,v171_Lng__ptnts,,17,Language,171,DEM|LANGUAGE,1,,,v171,,
v171_Lng__ptnts,_Lng__ptnts,,14844,1,1,,297501,1,14844,0,v171_Lng__ptnts,,17,Language,171,DEM|LANGUAGE,1,,,v171,,TRUE
v173_MCHC__ptnts_mn,_MCHC__ptnts_mn,v173_MCHC__ptnts,6394,2,14,1,271730,1,40615,8450,v173_MCHC__ptnts,,1,MCHC,173,LOINC,14,2,,v173,,
v173_MCHC__ptnts,_MCHC__ptnts,,6394,2,14,1,271730,1,40615,8450,v173_MCHC__ptnts,,1,MCHC,173,LOINC,14,2,,v173,,TRUE
v174_fcts_ptnts_mn,_fcts_ptnts_mn,v174_fcts_ptnts,6394,2,14,1,271729,1,40616,8450,v174_fcts_ptnts,,1,MCH,174,LOINC,14,2,,v174,,
v174_fcts_ptnts,_fcts_ptnts,,6394,2,14,1,271729,1,40616,8450,v174_fcts_ptnts,,1,MCH,174,LOINC,14,2,,v174,,TRUE
v175_infctn_spcfd_tf,_infctn_spcfd_tf,v175_infctn_spcfd,454,1,2,,310533,4,1812,14390,v175_infctn_spcfd,5,1,"N39.0 - Urinary tract infection, site not specified",175,ICD10,4,,,v175,,
v175_infctn_spcfd,_infctn_spcfd,,454,1,2,,310533,4,1812,14390,v175_infctn_spcfd,5,1,"N39.0 - Urinary tract infection, site not specified",175,ICD10,4,,,v175,,TRUE
v178_Strtn_ptnts_mn,_Strtn_ptnts_mn,v178_Strtn_ptnts,6827,1,122,1,260130,1,52215,8017,v178_Strtn_ptnts,,1,O2 Saturation (UHS Only),178,PAT_ENC,122,,,v178,,
v178_Strtn_ptnts,_Strtn_ptnts,,6827,1,122,1,260130,1,52215,8017,v178_Strtn_ptnts,,1,O2 Saturation (UHS Only),178,PAT_ENC,122,,,v178,,TRUE
v179_lcrtn_unspcfd_tf,_lcrtn_unspcfd_tf,v179_lcrtn_unspcfd,2,1,1,,312343,2,2,14842,v179_lcrtn_unspcfd,2,1,"O70.20 - Third degree perineal laceration during delivery, unspecified",179,ICD10,2,,,v179,,
v179_lcrtn_unspcfd,_lcrtn_unspcfd,,2,1,1,,312343,2,2,14842,v179_lcrtn_unspcfd,2,1,"O70.20 - Third degree perineal laceration during delivery, unspecified",179,ICD10,2,,,v179,,TRUE
v180_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v180_unspcfd_ptnts,1,1,1,,312344,2,1,14843,v180_unspcfd_ptnts,2,1,"O86.00 - Infection of obstetric surgical wound, unspecified",180,ICD10,2,,,v180,,
v180_unspcfd_ptnts,_unspcfd_ptnts,,1,1,1,,312344,2,1,14843,v180_unspcfd_ptnts,2,1,"O86.00 - Infection of obstetric surgical wound, unspecified",180,ICD10,2,,,v180,,TRUE
v183_Cphlhmtm_ptnts_tf,_Cphlhmtm_ptnts_tf,v183_Cphlhmtm_ptnts,1,1,1,,312344,1,1,14843,v183_Cphlhmtm_ptnts,1,1,P12.0 - Cephalhematoma due to birth injury,183,ICD10,1,,,v183,,
v183_Cphlhmtm_ptnts,_Cphlhmtm_ptnts,,1,1,1,,312344,1,1,14843,v183_Cphlhmtm_ptnts,1,1,P12.0 - Cephalhematoma due to birth injury,183,ICD10,1,,,v183,,TRUE
v185_injrs_ptnts_tf,_injrs_ptnts_tf,v185_injrs_ptnts,1,1,1,,312344,1,1,14843,v185_injrs_ptnts,1,1,P12.8 - Other birth injuries to scalp,185,ICD10,1,,,v185,,
v185_injrs_ptnts,_injrs_ptnts,,1,1,1,,312344,1,1,14843,v185_injrs_ptnts,1,1,P12.8 - Other birth injuries to scalp,185,ICD10,1,,,v185,,TRUE
v191_strptcc_amp_lt_tf,_strptcc_amp_lt_tf,v191_strptcc_amp_lt,1,1,1,,312344,2,1,14843,v191_strptcc_amp_lt,2,1,P36.1 - Sepsis of newborn due to other and unspecified streptococci,191,ICD10,2,,,v191,,
v191_strptcc_amp_lt,_strptcc_amp_lt,,1,1,1,,312344,2,1,14843,v191_strptcc_amp_lt,2,1,P36.1 - Sepsis of newborn due to other and unspecified streptococci,191,ICD10,2,,,v191,,TRUE
v196_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v196_unspcfd_ptnts,1,1,1,,312344,1,1,14843,v196_unspcfd_ptnts,1,1,"P36.9 - Bacterial sepsis of newborn, unspecified",196,ICD10,1,,,v196,,
v196_unspcfd_ptnts,_unspcfd_ptnts,,1,1,1,,312344,1,1,14843,v196_unspcfd_ptnts,1,1,"P36.9 - Bacterial sepsis of newborn, unspecified",196,ICD10,1,,,v196,,TRUE
v197_Omphlts_ptnts_tf,_Omphlts_ptnts_tf,v197_Omphlts_ptnts,1,1,1,,312344,2,1,14843,v197_Omphlts_ptnts,2,1,P38 - Omphalitis of newborn,197,ICD10,2,,,v197,,
v197_Omphlts_ptnts,_Omphlts_ptnts,,1,1,1,,312344,2,1,14843,v197_Omphlts_ptnts,2,1,P38 - Omphalitis of newborn,197,ICD10,2,,,v197,,TRUE
v198_PTSSM__ptnts_mn,_PTSSM__ptnts_mn,v198_PTSSM__ptnts,6196,1,34,1,268895,1,43450,8648,v198_PTSSM__ptnts,,1,POTASSIUM,198,LOINC,34,3,,v198,,
v198_PTSSM__ptnts,_PTSSM__ptnts,,6196,1,34,1,268895,1,43450,8648,v198_PTSSM__ptnts,,1,POTASSIUM,198,LOINC,34,3,,v198,,TRUE
v199_Pls__ptnts_mn,_Pls__ptnts_mn,v199_Pls__ptnts,7424,1,47,1,241278,1,71067,7420,v199_Pls__ptnts,,1,Pulse,199,PAT_ENC,47,,,v199,,
v199_Pls__ptnts,_Pls__ptnts,,7424,1,47,1,241278,1,71067,7420,v199_Pls__ptnts,,1,Pulse,199,PAT_ENC,47,,,v199,,TRUE
v200_crcltr_rsprtr_tf,_crcltr_rsprtr_tf,v200_crcltr_rsprtr,1876,1,4,,306518,11,5827,12968,v200_crcltr_rsprtr,5,44,R00-R09 - Symptoms and signs involving the circulatory and respiratory systems (R00-R09),200,ICD10,11,,,v200,,
v200_crcltr_rsprtr,_crcltr_rsprtr,,1876,1,4,,306518,11,5827,12968,v200_crcltr_rsprtr,5,44,R00-R09 - Symptoms and signs involving the circulatory and respiratory systems (R00-R09),200,ICD10,11,,,v200,,TRUE
v201_Hpvlmc_ptnts_tf,_Hpvlmc_ptnts_tf,v201_Hpvlmc_ptnts,1,1,1,,312344,2,1,14843,v201_Hpvlmc_ptnts,2,1,R57.1 - Hypovolemic shock,201,ICD10,2,,,v201,,
v201_Hpvlmc_ptnts,_Hpvlmc_ptnts,,1,1,1,,312344,2,1,14843,v201_Hpvlmc_ptnts,2,1,R57.1 - Hypovolemic shock,201,ICD10,2,,,v201,,TRUE
v202_fcts_ptnts_tf,_fcts_ptnts_tf,v202_fcts_ptnts,1,1,1,,312344,1,1,14843,v202_fcts_ptnts,1,1,R57.8 - Other shock,202,ICD10,1,,,v202,,
v202_fcts_ptnts,_fcts_ptnts,,1,1,1,,312344,1,1,14843,v202_fcts_ptnts,1,1,R57.8 - Other shock,202,ICD10,1,,,v202,,TRUE
v203_fcts_ptnts_mn,_fcts_ptnts_mn,v203_fcts_ptnts,6394,1,14,1,271743,1,40602,8450,v203_fcts_ptnts,,1,RDW,203,LOINC,14,2,,v203,,
v203_fcts_ptnts,_fcts_ptnts,,6394,1,14,1,271743,1,40602,8450,v203_fcts_ptnts,,1,RDW,203,LOINC,14,2,,v203,,TRUE
v204_Rsprtn_ptnts_mn,_Rsprtn_ptnts_mn,v204_Rsprtn_ptnts,9925,1,122,1,203498,1,108847,4919,v204_Rsprtn_ptnts,,1,Respiration Rate,204,PAT_ENC,122,,,v204,,
